Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 68
53;Bretagne;Données temps réel;2023-05-09;21:30;2023-05-09T21:30:00+02:00;1948;431;0;648;4;15;0;45;806;-;-;22.13;30.1;0.0;;33.26;49.66;0.21;1.02;0.77;5.45;2.31;61.64;
53;Bretagne;Données temps réel;2023-05-11;14:45;2023-05-11T14:45:00+02:00;2193;422;0;66;175;8;-2;45;1479;-;-;19.24;29.47;0.0;;3.01;5.06;7.98;44.64;0.36;2.91;2.05;61.64;
24;Centre-Val de Loire;Données temps réel;2023-05-18;14:30;2023-05-18T14:30:00+02:00;1356;0;7196;292;521;6;0;52;-6711;-;-;0.0;0.0;530.68;61.87;21.53;18.27;38.42;66.62;0.44;6.52;3.83;58.43;
24;Centre-Val de Loire;Données temps réel;2023-05-18;17:00;2023-05-18T17:00:00+02:00;1355;0;7020;418;418;5;0;52;-6558;-;-;0.0;0.0;518.08;60.36;30.85;26.16;30.85;53.45;0.37;5.43;3.84;58.43;
24;Centre-Val de Loire;Données temps réel;2023-05-20;01:15;2023-05-20T01:15:00+02:00;1511;0;7795;786;0;5;0;52;-7127;-;-;0.0;0.0;515.88;67.02;52.02;49.19;0.0;0.0;0.33;5.43;3.44;58.43;
24;Centre-Val de Loire;Données temps réel;2023-06-07;13:00;2023-06-07T13:00:00+02:00;1950;0;5628;106;605;4;0;48;-4441;-;-;0.0;0.0;288.62;48.39;5.44;6.63;31.03;77.37;0.21;4.35;2.46;53.93;
24;Centre-Val de Loire;Données temps réel;2023-06-13;22:15;2023-06-13T22:15:00+02:00;1833;0;5849;319;18;4;0;48;-4405;-;-;0.0;0.0;319.09;50.29;17.4;19.96;0.98;2.3;0.22;4.35;2.62;53.93;
24;Centre-Val de Loire;Données temps réel;2023-06-16;05:30;2023-06-16T05:30:00+02:00;1508;0;4722;114;0;4;0;48;-3380;-;-;0.0;0.0;313.13;40.6;7.56;7.13;0.0;0.0;0.27;4.35;3.18;53.93;
24;Centre-Val de Loire;Données temps réel;2023-06-29;00:15;2023-06-29T00:15:00+02:00;1838;0;6393;128;0;12;0;48;-4743;-;-;0.0;0.0;347.82;54.97;6.96;8.01;0.0;0.0;0.65;13.04;2.61;53.93;
24;Centre-Val de Loire;Données temps réel;2023-07-03;22:45;2023-07-03T22:45:00+02:00;1795;0;5343;104;0;4;0;51;-3707;-;-;0.0;0.0;297.66;45.94;5.79;6.51;0.0;0.0;0.22;4.35;2.84;57.3;
24;Centre-Val de Loire;Données temps réel;2023-07-25;16:45;2023-07-25T16:45:00+02:00;1617;0;4965;233;315;25;0;0;-3922;0;0;0.0;0.0;307.05;42.69;14.41;14.58;19.48;40.28;1.55;27.17;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2023-08-17;05:45;2023-08-17T05:45:00+02:00;1171;0;3867;194;0;27;0;0;-2916;0;0;0.0;0.0;330.23;33.25;16.57;12.14;0.0;0.0;2.31;29.35;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2023-08-20;00:45;2023-08-20T00:45:00+02:00;1362;0;4009;45;0;27;0;0;-2719;0;0;0.0;0.0;294.35;34.47;3.3;2.82;0.0;0.0;1.98;29.35;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2023-08-21;19:45;2023-08-21T19:45:00+02:00;1743;0;4063;83;62;29;0;0;-2494;0;0;0.0;0.0;233.1;34.94;4.76;5.19;3.56;7.93;1.66;31.52;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2023-12-16;11:45;2023-12-16T11:45:00+01:00;2472;17;7046;43;207;38;0;0;-4879;0;0;0.69;7.39;285.03;60.58;1.74;2.61;8.37;23.08;1.54;41.3;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2023-12-22;08:45;2023-12-22T08:45:00+01:00;2373;17;5572;1001;23;41;0;0;-4280;0;0;0.72;7.39;234.81;47.91;42.18;60.81;0.97;2.56;1.73;44.57;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-01-07;07:15;2024-01-07T07:15:00+01:00;2055;17;8070;458;0;33;0;0;-6523;0;0;0.83;7.39;392.7;69.39;22.29;27.83;0.0;0.0;1.61;35.87;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-01-15;13:00;2024-01-15T13:00:00+01:00;3117;10;8580;90;221;35;0;0;-5819;0;0;0.32;4.35;275.26;73.77;2.89;5.47;7.09;24.64;1.12;38.04;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-01-21;04:30;2024-01-21T04:30:00+01:00;2667;17;8677;567;0;33;0;0;-6628;0;0;0.64;7.39;325.35;74.61;21.26;34.45;0.0;0.0;1.24;35.87;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-01-25;00:00;2024-01-25T00:00:00+01:00;2102;17;8326;467;0;36;0;0;-6744;0;0;0.81;7.39;396.1;71.59;22.22;28.37;0.0;0.0;1.71;39.13;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-01-29;16:45;2024-01-29T16:45:00+01:00;2222;17;7088;168;44;37;0;0;-5131;0;0;0.77;7.39;318.99;60.95;7.56;10.21;1.98;4.91;1.67;40.22;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-02-15;02:45;2024-02-15T02:45:00+01:00;1829;10;6795;453;0;32;0;0;-5461;0;0;0.55;4.35;371.51;58.43;24.77;27.52;0.0;0.0;1.75;34.78;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-02-19;05:15;2024-02-19T05:15:00+01:00;1805;10;6854;160;0;32;0;0;-5251;0;0;0.55;4.35;379.72;58.93;8.86;9.72;0.0;0.0;1.77;34.78;0.0;0.0;
24;Centre-Val de Loire;Données temps réel;2024-02-29;04:30;2024-02-29T04:30:00+01:00;2004;5;6962;594;0;32;0;0;-5590;0;0;0.25;2.17;347.41;59.86;29.64;36.09;0.0;0.0;1.6;34.78;0.0;0.0;
